S/N,Code,Description,Table,Classification,Cleaned_Description,PCA_X,PCA_Y,Cluster
169,SL700T,TEMPORAL ARTERY BIOPSY,2B,Existing,temporal artery biopsy,0.0181892782059738,0.119692988495184,-1
266,SB812J,"BONE/JOINTS (LOWER LIMB), MAJOR CRUSH INJURIES, WOUND DEBRIDEMENT",3B,Existing,bonejoints lower limb major crush injury wound debridement,-0.1212359980822093,-0.0110463604183614,0
147,SI717V,"VULVA, MALIGNANT CONDITION, RADICAL VULVECTOMY + GROIN + PELVIC NODE DISSECTION",6C,Existing,vulva malignant condition radical vulvectomy groin pelvic node dissection,-0.079421707598695,0.0331183609502271,0
200,SA800T,"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/SMALL BURSA, (<3CM) EXCISION BIOPSY",1C,Existing,tendon sheath subcutaneous tissue ganglionsmall bursa 3cm excision biopsy,-0.0946079006333827,0.4048020599330226,0
10,SJ704T,"THYROID, BENIGN, SINGLE/MULTIPLE NODULE, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION (ETHANOL, LASER MICROWAVE, RADIOFREQUENCY)13",3B,New,thyroid benign singlemultiple nodule imaging guided percutaneous local ablation ethanol laser microwave radiofrequency13,-0.0513214546967567,-0.0314995434850588,0
123,SM705S,"SINUSES, ETHMOIDAL, VARIOUS LESIONS, EXTERNAL OPERATION",5C,Existing,sinus ethmoidal various lesion external operation,0.2586889752919819,-0.0327310315536551,1
7,SI706C,"CERVIX, TRANSCERVICAL RESECTION (TCR) SEPTUM, HYSTEROSCOPIC",3A,Existing,cervix transcervical resection tcr septum hysteroscopic,-0.0624204219985752,-0.037833915405285,0
18,SG717B,"BLADDER, CYSTOSCOPY, WITH URETERIC MEATOTOMY/WITH RESECTION OF URETEROCELE",3B,Existing,bladder cystoscopy ureteric meatotomywith resection ureterocele,-0.0649857251536109,-0.0381453204508831,0
67,SK703L,"SYMPATHETIC NERVES, BLOCK, ANAESTHETIC (UNILATERAL/BILATERAL)",1B,Existing,sympathetic nerve block anaesthetic unilateralbilateral,-0.103820960528268,-0.0826007821652044,0
69,SI705U,"UTERUS, ELONGATED CERVIX, CYSTOCOELE, RECTOCOELE, AMPUTATION OF CERVIX + ANTERIOR REPAIR + POSTERIOR REPAIR",4B,Existing,uterus elongated cervix cystocoele rectocoele amputation cervix anterior repair posterior repair,-0.0978032670045515,-0.0827136863624803,0
149,SF810E,"ESOPHAGUS, VARICES, ESOPHAGEAL/TRANSECTION WITH SPLENECTOMY",6B,Existing,esophagus varix esophagealtransection splenectomy,-0.0680569182915565,-0.0362109269829728,0
164,SD706V,"VEIN, PERIPHERAL VEINS (UPPER/LOWER LIMBS/DIALYSIS ARTERIOVENUS FISTULA/ARTERIOVENUS GRAFT FISTULA), VARIOUS LESIONS, DIAGNOSTIC VENOGRAPHY",2A,Existing,vein peripheral vein upperlower limbsdialysis arteriovenus fistulaarteriovenus graft fistula various lesion diagnostic venography,0.1310191694649483,-0.0459549595864225,1
64,SK700L,"SYMPATHETIC NERVES, BLOCK, CATHETER (UNILATERAL/BILATERAL)",2B,Existing,sympathetic nerve block catheter unilateralbilateral,-0.097311507342227,-0.0849780838000715,0
142,SI712V,"VAGINA/RECTUM, RECTO VAGINAL FISTULA, COMPLEX RECTAL/TRANSPERINEAL APPROACH WITHOUT COLOSTOMY",4C,Existing,vaginarectum recto vaginal fistula complex rectaltransperineal approach without colostomy,-0.0860624084338069,-0.0645204899392577,0
204,SF809L,"LIVER, TRAUMA/TUMOR, EXTENDED LOBECTOMY (5 SEGMENTS/MORE)",7C,Existing,liver traumatumor extended lobectomy 5 segmentsmore,-0.0614323860418461,-0.0411844804980428,0
392,SB850M,"MUSCLE (UPPER LIMB), VARIOUS LESIONS, MARGINAL EXCISION",2C,Existing,muscle upper limb various lesion marginal excision,0.1684791051114868,0.1967307470829135,-1
274,SF804P,"PALATE, CLEFT, UVULOPHARYNGOPLASTY",5C,Existing,palate cleft uvulopharyngoplasty,-0.0789939127728883,-0.0405767277300769,0
74,SK706N,"COELIAC PLEXUS, BLOCK, NEUROLYTIC",2B,Existing,coeliac plexus block neurolytic,-0.0941159847862548,-0.0672810798946091,0
40,SF817A,"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (BILATERAL)",4A,Existing,abdominal wall inguinal hernia infant child herniotomy bilateral,-0.083486056340801,-0.0569329586750182,0
99,SK733N,"PERIPHERAL NERVE, BLOCK, ANAESTHETIC (UP TO 2 NERVES)",1A,Existing,peripheral nerve block anaesthetic 2 nerve,-0.1064611243120255,-0.0909159983617328,0
165,SF802G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY AND CHOLEDOCHO- JEJUNOSTOMY/DUODENOSTOMY/GASTROSTOMY",5C,Existing,gallbladder various lesion cholecystectomy choledocho jejunostomyduodenostomygastrostomy,0.2892041389975376,-0.0263245921918405,1
181,SI830V,"VULVA, LACERATION, DEBRIDEMENT/SUTURE <5CM (SIMPLE)",MSP,Existing,vulva laceration debridementsuture 5cm simple,-0.0946464805624256,-0.0292630435732903,0
123,SL804L,"LACRIMAL GLAND/DUCT, VARIOUS LESIONS, DACROCYSTORHINOSTOMY (ENDOSCOPIC/NON- ENDOSCOPIC) OR CONJUNCTIVAL-DCR (LESTER JONES TUBE)",5C,Existing,lacrimal glandduct various lesion dacrocystorhinostomy endoscopicnon endoscopic conjunctivaldcr lester jones tube,0.2211661610547195,-0.0390192801501119,1
68,SL812E,"EYE, SQUINT, OPERATION (ONE/BOTH EYES - ADJUSTABLE SUTURES)",4A,Existing,eye squint operation oneboth eye adjustable suture,-0.0783840909345061,-0.0651944587567558,0
88,SK720N,"NERVE (UPPER LIMB), DEFECT, GRAFTING/INTERFASCICULAR REPAIR/NEUROVASCULAR TRANSFER",6B,Existing,nerve upper limb defect graftinginterfascicular repairneurovascular transfer,-0.1294191247566704,0.0041146478000013,0
61,SC810T,"THORAX, VARIOUS LESIONS, THORACOPLASTY (IN STAGES) - EACH STAGE",4A,Existing,thorax various lesion thoracoplasty stage stage,0.1648357651925873,-0.0265681790453726,1
192,SD806V,"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF SHORT SAPHENOUS VEIN",3B,Existing,vein varicosity high ligation complete strippingexcision short saphenous vein,-0.0661844507610422,-0.0740907473597892,0
176,SI825V,"VULVA, HEMATOMA, EVACUATION > 5CM (COMPLICATED/MORE THAN 1)",2A,Existing,vulva hematoma evacuation 5cm complicatedmore 1,-0.0839505303467325,-0.0137275233494006,0
44,SA832B,"IPSILATERAL MASTOPEXY/REDUCTION FOLLOWING BREAST, TUMOUR (MALIGNANT) WIDE EXCISION/LUMPECTOMY/SEGMENTAL OR PARTIAL MASTECTOMY, WITH OR WITHOUT SENTINEL NODE BIOPSY AND/OR AXILLARY CLEARANCE",4A,Existing,ipsilateral mastopexyreduction following breast tumour malignant wide excisionlumpectomysegmental partial mastectomy without sentinel node biopsy andor axillary clearance,-0.0482702947120746,0.0794976286006154,0
73,SI710U,"UTERUS, FIBROIDS, UTERINE ARTERY EMBOLIZATION",3C,Existing,uterus fibroid uterine artery embolization,-0.0727709968390133,-0.0817248392174054,0
75,SB702D,"DIGIT(S), SOFT TISSUE DEFECT, LARGE COMPLEX PEDICLED FLAPS",5C,Existing,digit soft tissue defect large complex pedicled flap,-0.1220536671976111,0.134755752977314,0
69,SG728K,"KIDNEY TRANSPLANT, RECIPIENT, DUAL KIDNEY TRANSPLANT (MARGINAL DONOR)",7A,Existing,kidney transplant recipient dual kidney transplant marginal donor,-0.0597602098395392,-0.0500916567639786,0
39,SD738A,"AORTA, THORACIC AORTIC ANEURYSM, THORACIC ENDOVASCULAR ANEURYSM REPAIR (TEVAR)",6C,Existing,aorta thoracic aortic aneurysm thoracic endovascular aneurysm repair tevar,-0.0946276003678237,-0.0430886869156461,0
102,SA806S,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, ESCHAROTOMY (EXTENSIVE)",2A,Existing,skin subcutaneous tissue burn escharotomy extensive,-0.1289109673113702,0.3606283634293241,0
285,SF815P,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH PARAPHARYNGEAL SPACE RESECTION AND FLAP RECONSTRUCTION",7B,Existing,parotid tumor total parotidectomy parapharyngeal space resection flap reconstruction,-0.0869335367352141,0.035932685806764,0
108,SA812S,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), DERMOFAT/FASCIA GRAFT (INCLUDING TRANSPLANT/MUSCLE FLAP)",3A,Existing,skin subcutaneous tissue defect deep dermofatfascia graft including transplantmuscle flap,-0.1381293955446577,0.3236925037584172,0
138,SM720S,"SINUSES-NASAL, VARIOUS LESIONS, LAVAGE THROUGH AN ORO-ANTRAL PERFORATION",MSP,Existing,sinusesnasal various lesion lavage oroantral perforation,0.8806186280415719,0.0042694020293453,2
115,SK800N,"NERVE, VARIOUS LESIONS, BIOPSY",1B,Existing,nerve various lesion biopsy,0.4304709636454753,0.1091838453622722,-1
125,SM707S,"SINUSES, NASAL, HEMATOMA/ABSCESS, ANTRAL DRAINAGE",2B,Existing,sinus nasal hematomaabscess antral drainage,-0.0620666900387286,-0.0340957418142794,0
133,SF805D,"DUODENUM, ULCER, VAGOTOMY - ALL TYPES",5C,Existing,duodenum ulcer vagotomy type,-0.0696516317976244,-0.0386409098952061,0
37,SL706E,"EYE, GLAUCOMA, CYCLODESTRUCTIVE PROCEDURES",3B,Existing,eye glaucoma cyclodestructive procedure,-0.0783080595223499,-0.0810513905001831,0
72,SK701N,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE) - CERVICAL, 1 LEVEL",2A,Existing,nerve root block injection anaesthetic therapeutic substance cervical 1 level,-0.0969946127973806,-0.0955736548466825,0
513,SB827T,"TIBIA, FRACTURE(S), OPEN REDUCTION AND INTERNAL FIXATION WITH INTRAMEDULLARY ROD",4B,Existing,tibia fracture open reduction internal fixation intramedullary rod,-0.1499781839512699,-0.1987808740427593,0
73,SA709S,"SKIN, SURGICAL TREATMENT FOR VITILIGO (INVOLVING NON-CULTURED CELLULAR GRAFTING) (>40 SQ CM)",4B,Existing,skin surgical treatment vitiligo involving noncultured cellular grafting 40 sq cm,-0.0921297576919811,0.0805271015229802,0
13,SL704C,"CORNEA, RIBOFLAVIN-UVA INDUCED COLLAGEN CROSSLINKING TREATMENT FOR CORNEAL ECTASIA (CXL-CROSSLINKING LASER/POST LASIK KERATECTOMY/KERATITIS)",3B,Existing,cornea riboflavinuva induced collagen crosslinking treatment corneal ectasia cxlcrosslinking laserpost lasik keratectomykeratitis,-0.074389417887947,-0.0360621850343454,0
61,SM708L,"LARYNX, TUMOR, LARYNGECTOMY (TOTAL)",5C,Existing,larynx tumor laryngectomy total,-0.0775296858583781,0.033982386965835,0
282,SB832J,"JOINTS (UPPER LIMB, EXCEPT SHOULDER), SEPTIC ARTHRITIS, SIMPLE DRAINAGE",2B,Existing,joint upper limb except shoulder septic arthritis simple drainage,-0.092835789393957,-0.0496755214605319,0
34,SG813B,"BLADDER, VARIOUS LESIONS, OPEN PARTIAL EXCISION",3B,Existing,bladder various lesion open partial excision,0.2351732783368219,0.1606713904595626,-1
224,SF713M,"MOUTH, SUBLINGUAL GLAND, TUMOR, EXCISION BIOPSY",2C,Existing,mouth sublingual gland tumor excision biopsy,-0.0648404769083935,0.4010368905552048,-1
132,SL814L,"LENS, VARIOUS LESIONS, SECONDARY INTRA-OCULAR LENS IMPLANTATION WITHOUT VITRECTOMY15",4A,Descriptor change,lens various lesion secondary intraocular lens implantation without vitrectomy15,0.1280018517175455,-0.0592017747168837,1
191,SF709L,"LIVER, VARIOUS LESIONS, MIS ULTRASOUND AND LOCAL ABLATION INCLUDING RADIO-FREQUENCY ABLATION",4B,Existing,liver various lesion mi ultrasound local ablation including radiofrequency ablation,0.1065785767333569,-0.0347312709281157,1
206,SB817H,"HAND, SOFT TISSUE TUMOR, EXCISION <1.5CM",2A,Existing,hand soft tissue tumor excision 15cm,-0.1589406449239366,0.4419806371902053,-1
2,SC700B,"LUNG, BRONCHOSCOPY, INSERTION OF PROSTHESIS6",3B,Descriptor change,lung bronchoscopy insertion prosthesis6,-0.0509691344996062,-0.0425478961229513,0
127,SF702D,"DUODENUM, TUMOUR, PANCREAS PRESERVING DUODENECTOMY WITH RECONSTRUCTION OF AMPULLA",7C,Existing,duodenum tumour pancreas preserving duodenectomy reconstruction ampulla,-0.0603523797685687,-0.0389082788147916,0
353,SF814T,"TOOTH, DISLOCATION, REIMPLANTATION AND TRANSPLANTATION",3A,Existing,tooth dislocation reimplantation transplantation,-0.075976919793876,-0.0426233506274404,0
73,SM701M,"MOUTH, CAUTERY OF SOFT PALATE /TONGUE BASE",2B,Existing,mouth cautery soft palate tongue base,-0.0856108150275295,0.0319896410187262,0
1,SH700G,"GENITAL TRACT, VARIOUS LESIONS, HYSTEROSALPINGOGRAPHY",MSP,Existing,genital tract various lesion hysterosalpingography,0.8806186280415719,0.0042694020293453,2
544,SB705W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (SIMPLE OPEN REDUCTION AND PINNING)",3C,Existing,wrist distal radius fracture open reduction internal fixation orif simple open reduction pinning,-0.144831936832758,-0.2120667444276844,0
51,SC800T,"THORAX, EMPYEMA, RESECTION OF RIB AND OPEN DRAINAGE",2C,Existing,thorax empyema resection rib open drainage,-0.0818106774354177,-0.087982449357202,0
146,SL803O,"ORBIT, VARIOUS LESIONS, ANTERIOR ORBITOTOMY",3B,Existing,orbit various lesion anterior orbitotomy,0.3322285579117197,-0.033866634807515,1
111,SI824U,"UTERUS, MALIGNANT CONDITION, ANTERIOR PELVIC EXENTERATION",6B,Existing,uterus malignant condition anterior pelvic exenteration,-0.1010850246629125,-0.0332184495498462,0
118,SM707P,"PHARYNX, TONGUE BASE, FOR OSA, EXCISION OF LINGUAL TONSILS",3B,Existing,pharynx tongue base osa excision lingual tonsil,-0.0790501818088798,0.161493798100492,0
149,SA854S,"SKIN AND SUBCUTANEOUS TISSUE, WOUND (LARGE>3CM), SECONDARY SUTURE",1B,Existing,skin subcutaneous tissue wound large3cm secondary suture,-0.1188485980786363,0.2618672018011657,0
26,SM812E,"EAR, FOREIGN BODY,  REMOVAL",MSP,Existing,ear foreign body removal,-0.1002026761991844,-0.0225381671607552,0
192,SF710L,"LIVER, VARIOUS LESIONS, TRANSJUGULAR LIVER BIOPSY",3B,Existing,liver various lesion transjugular liver biopsy,0.2408185965720643,0.0605563605398913,-1
493,SB807T,"TENDON SHEATH (UPPER LIMB), TENOSYNOVITIS (MULTIPLE), DRAINAGE",3B,Existing,tendon sheath upper limb tenosynovitis multiple drainage,-0.1270371948144404,-0.0130068947974946,0
63,SC812T,"THORAX, VARIOUS LESIONS, THORACOTOMY FOR PLEURECTOMY/PLEURODESIS/ ENUCLEATION  HYDATID CYSTS",3C,Existing,thorax various lesion thoracotomy pleurectomypleurodesis enucleation hydatid cyst,0.1922259248185006,-0.0221256248578656,1
119,SG821U,"URETHRA, STRICTURE, URETHROTOMY",2C,Existing,urethra stricture urethrotomy,-0.058681624720035,-0.0401253956464118,0
196,SF801L,"LIP, VARIOUS LESIONS, FULL THICKNESS WEDGE EXCISION WITH REPAIR",2C,Existing,lip various lesion full thickness wedge excision repair,0.1410124796024121,0.135572747432481,-1
135,SM717S,"SINUSES FRONTAL, VARIOUS LESIONS, CATHETERISATION",1A,Existing,sinus frontal various lesion catheterisation,0.2897488289915831,-0.0118068736042203,1
502,SB816T,"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (SINGLE)",4A,Existing,tendonflexor upper limb adhesion tenolysis single,-0.1143513574598681,-0.0101434644894105,0
56,SL726E,"EYE, SQUINT, OPERATION (ONE/BOTH EYES - 2 MUSCLES)",3B,Existing,eye squint operation oneboth eye 2 muscle,-0.0807994546077206,-0.0643960065605755,0
95,SD711H,"HEART, EXTERNAL CARDIAC PACING",MSP,Existing,heart external cardiac pacing,-0.0864600026838259,-0.0999459491276461,0
79,SD701B,"BLOOD VESSELS (LARGE), DISRUPTION/OBSTRUCTION, REPAIR WITH AUTOGENOUS VEIN GRAFTING",5C,Existing,blood vessel large disruptionobstruction repair autogenous vein grafting,-0.0887557102759675,-0.0525197399869781,0
2,SK701A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, BALLOON TEST OCCLUSION",3B,Existing,artery extracranial various lesion balloon test occlusion,0.2572280359784268,-0.0471272531803633,1
234,SF806M,"MOUTH, CLEFT LIP, SECONDARY CORRECTION",4A,Existing,mouth cleft lip secondary correction,-0.082568959243484,-0.0235384825905732,0
21,SI812C,"CERVIX, VARIOUS LESIONS, CRYOSURGERY",MSP,Existing,cervix various lesion cryosurgery,0.4395054359348247,-0.0087432679715776,1
10,SF711A,"ANAL INCONTINENCE, ARTIFICIAL BOWEL SPHINCTER INSERTION",5A,Existing,anal incontinence artificial bowel sphincter insertion,-0.0628894439781142,-0.0523238859572108,0
168,SA873S,"SKIN, BURNS SCAR/TATTOO (1% TO 2%), LASER EXCISION",2B,"Descriptor
change",skin burn scartattoo 1 2 laser excision,-0.1078594904420507,0.4279206948073136,3
531,SB803U,"UPPER LIMB, ISCHEMIA, FASCIOTOMY",2B,Existing,upper limb ischemia fasciotomy,-0.1307627025004963,0.0204328915894993,0
317,SF801S,"SACRUM & COCCYX, TUMOR, EXCISION WITH BIOPSY",6B,Existing,sacrum coccyx tumor excision biopsy,-0.0675604321779876,0.5668497912732386,-1
27,SA813B,"BREAST, LUMPS (MULTIPLE/BILATERAL), EXCISION BIOPSY",3A,Existing,breast lump multiplebilateral excision biopsy,-0.0272754046273428,0.4322722857314467,-1
110,SF707C,"COLON, COLONOSCOPY (SCREENING), FIBREOPTIC WITH REMOVAL OF POLYPS (MULTIPLE MORE THAN 1CM)",3B,Existing,colon colonoscopy screening fibreoptic removal polyp multiple 1cm,-0.0857192637639601,-0.0400567464129268,0
48,SL717E,"EYELID, PTOSIS, CONJUNCTIVAL MULLERECTOMY (UNILATERAL)",3B,Existing,eyelid ptosis conjunctival mullerectomy unilateral,-0.0751779971147318,-0.0388696973822598,0
171,SD713V,"VEIN, VARICOSE VEINS, IMAGING GUIDED ENDOVENOUS LASER TREATMENT, 1 LEG",3B,Existing,vein varicose vein imaging guided endovenous laser treatment 1 leg,-0.0487822212657324,-0.069614345054096,0
8,SE707L,"LYMPH NODE (PELVIC) DISSECTION, UNILATERAL/BILATERAL",5A,Descriptor change,lymph node pelvic dissection unilateralbilateral,-0.0511964864677966,-0.0003583051649627,0
52,SI806O,"OVARY, TUMOR/CYST, OOPHORECTOMY/SALPINGO- OOPHORECTOMY (COMPLICATED)",4A,Existing,ovary tumorcyst oophorectomysalpingo oophorectomy complicated,-0.0711167265980939,-0.0346832528869132,0
143,SL800O,"ORBIT, CONTRACTURE, RECONSTRUCTION INCLUDING MUCOUS MEMBRANE GRAFTING AND STENT MOULD",4A,Existing,orbit contracture reconstruction including mucous membrane grafting stent mould,-0.071483285837278,-0.0296669827252582,0
37,SI807F,"FALLOPIAN TUBE, PERITUBAL ADHESIONS, SALPINGOLYSIS (MACROSURGERY)",4A,Existing,fallopian tube peritubal adhesion salpingolysis macrosurgery,-0.0872007588496483,-0.056001820206756,0
42,SA829B,"BREAST, VARIOUS LESIONS, TRUCUT BIOPSY",1A,Existing,breast various lesion trucut biopsy,0.443343958258689,0.1538857135630567,-1
151,SK727S,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL EXTRAMEDULLARY)",6C,Existing,spinal cord tumour laminectomy excision intradural extramedullary,-0.0898746618045539,0.1801730054131402,0
72,SG800K,"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY OPEN",5C,Existing,kidney ureter various lesion nephroureterectomy open,0.3077549116498035,-0.0882692672277645,1
139,SF800E,"ESOPHAGUS, ACHALASIA, CARDIOMYOTOMY",4A,Descriptor change,esophagus achalasia cardiomyotomy,-0.0776695480384858,-0.0329937658222878,0
146,SK721S,"SKULL, BURR HOLE, INSERTION OF INTRACRANIAL PRESSURE (ICP) MONITOR",3B,Existing,skull burr hole insertion intracranial pressure icp monitor,-0.0722906821220135,-0.043675920970993,0
410,SB700R,"RADIUS AND ULNA, FRACTURE/DISLOCATION, NON UNION/DELAYED UNION BONE GRAFTING AND RE- FIXATION",5A,Existing,radius ulna fracturedislocation non uniondelayed union bone grafting fixation,-0.1026554629913495,-0.0593374095329707,0
101,SK736N,"PERIPHERAL NERVE, BLOCK, NEUROLYTIC (UP TO 2 NERVES)",1B,Existing,peripheral nerve block neurolytic 2 nerve,-0.1044640838481432,-0.0867840898315819,0
110,SK746N,"NERVE-FACIAL PARALYSIS, FREE FASCIA AND/OR NERVE GRAFT (MICROSURGICAL – STAGE 1)",3B,Existing,nervefacial paralysis free fascia andor nerve graft microsurgical stage 1,-0.0820343199573036,-0.0288204907132953,0
118,SF800C,"COLON, COLOSTOMY, CLOSURE WITHOUT RESECTION OF BOWEL",4A,Existing,colon colostomy closure without resection bowel,-0.0546279229950535,-0.062961411689337,0
318,SF803S,"STOMACH, MORBID OBESITY, BYPASS ONLY",4A,Existing,stomach morbid obesity bypass,-0.0756098286004274,-0.0341848366738798,0
294,SB709K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, AUTOLOGOUS CHONDROCYTE IMPLANTATION WITH OSTEOTOMY",6A,Existing,knee ligamentsmeniscuscartilagebone combined autologous chondrocyte implantation osteotomy,-0.0733060781243533,-0.0657953273264653,0
37,SB808B,"BONE AND JOINTS (LOWER LIMB), PLATES AND SCREWS/NAILS, REMOVAL",2B,Existing,bone joint lower limb plate screwsnails removal,-0.0972210622534433,-0.0271476046938513,0
352,SB810M,"MANDIBLE OR MAXILLA, ODONTOGENIC CYST, MARSUPIALIZATION",2B,Existing,mandible maxilla odontogenic cyst marsupialization,-0.0649911653496768,-0.0441270315644102,0
321,SB808L,"LOWER LIMB, TRAUMATIC AMPUTATION, MAJOR REPLANTATION",7C,Existing,lower limb traumatic amputation major replantation,-0.0927075424895707,0.0141652309583479,0
32,SG811B,"BLADDER, VARIOUS LESION, ASPIRATION",MSP,Existing,bladder various lesion aspiration,0.317763780347557,-0.0182262883540435,1
521,SB835T,"WEDGE RESECTION OF TOE NAIL (MULTIPLE TOES), MEDIAL AND/OR LATERAL, SIMPLE OR COMPLEX",2B,Existing,wedge resection toe nail multiple toe medial andor lateral simple complex,-0.0734825217664292,-0.0455773590486192,0
57,SI811O,"OVARY, TUMOUR/CYST, CYSTECTOMY, SIMPLE UNILATERAL",3B,New,ovary tumourcyst cystectomy simple unilateral,-0.069863143140001,-0.0535878678833312,0
53,SL722E,"EYELIDS, BOTOX INJECTIONS FOR BLEPHAROSPASM & HEMIFACIAL SPASM",1C,Existing,eyelid botox injection blepharospasm hemifacial spasm,-0.0747665519847242,-0.043325625418675,0
59,SA700R,"RADIOTHERAPY, ENDOLUMINAL BRACHYTHERAPY: OESOPHAGUS, NASOPHARYNGEAL CARCINOMA (NPC), HEPATOBILIARY, CARDIAC, LUNG, OTHERS",2B,Existing,radiotherapy endoluminal brachytherapy oesophagus nasopharyngeal carcinoma npc hepatobiliary cardiac lung others,-0.0709397644240786,-0.0413022253200867,0
432,SB725S,"SPINE, REMOVAL OR REVISION OF PORT E.G. PORT-A- CATH",MSP,Existing,spine removal revision port eg porta cath,-0.0814348642451984,-0.0711854893176805,0
86,SK718N,"NERVE DEFECT, PERIPHERAL GRAFT (MICROSURGERY)",5C,Existing,nerve defect peripheral graft microsurgery,-0.0986461009894042,-0.0073142030631418,0
393,SB851M,"MUSCLE (UPPER LIMB), VARIOUS LESIONS, WIDE EXCISION",3C,Existing,muscle upper limb various lesion wide excision,0.1758680305695184,0.2327036537151789,-1
21,SL802C,"CONJUNCTIVA, PINGUECULA, REMOVAL",1B,Existing,conjunctiva pinguecula removal,-0.0915014919769885,-0.0318792557829224,0
113,SD731H,"HEART, VALVE (REPAIR / REPLACEMENT), 1 VALVE",6C,Existing,heart valve repair replacement 1 valve,-0.0875767170477803,-0.0911097462697708,0
161,SL705R,"RETINA, PAN RETINAL PHOTOCOAGULATION",3B,Existing,retina pan retinal photocoagulation,-0.07837986208213,-0.0408077521488457,0
78,SD700B,"BLOOD VESSELS, DEFECT, MAJOR GRAFTS (MULTIPLE)",6B,Existing,blood vessel defect major graft multiple,-0.093701812984359,0.0088855962555512,0
94,SI800U,"URETHRA, CARUNCLE/POLYP, EXCISION/LASER VAPORISATION",1C,Existing,urethra carunclepolyp excisionlaser vaporisation,-0.055311244566055,-0.0281811504777107,0
56,SM703L,"LARYNX AND PHARYNX, VARIOUS LESIONS, LASER APPLICATION",3B,Existing,larynx pharynx various lesion laser application,0.2057007649706171,-0.0140069193011294,1
25,SM811E,"EAR, EXOSTOSIS OBTURANS, EXCISION BIOPSY",3A,Existing,ear exostosis obturans excision biopsy,-0.0391801507103413,0.4351892146509906,-1
7,SM706E,"EAR, BILATERAL PREAURICULAR SINUS EXCISION",3A,Existing,ear bilateral preauricular sinus excision,-0.0746413156947129,0.2098416267259107,0
113,SK749N,"NERVE-FACIAL PARALYSIS, LOCAL MUSCLE TRANSFER",5A,Existing,nervefacial paralysis local muscle transfer,-0.0788433559098983,-0.0179230166302095,0
507,SB821T,"TENDON-FLEXOR (UPPER LIMB), INJURY, TENDON GRAFT",4C,Existing,tendonflexor upper limb injury tendon graft,-0.1242466658813299,0.0024004169096789,0
196,SD810V,"VEIN, VARIOUS LESIONS, BYPASS/GRAFT",5C,Existing,vein various lesion bypassgraft,0.4922343527375966,-0.0531324892495138,-1
546,SB707W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (WITH ULNAR HEAD/STYLOID FIXATION/TFCC REPAIR)",4C,Existing,wrist distal radius fracture open reduction internal fixation orif ulnar headstyloid fixationtfcc repair,-0.1532798899624189,-0.2051357698491794,0
58,SH801T,"TESTIS, UNDESCENDED/ECTOPIC (BILATERAL), ORCHIDOPEXY/TRANSPLANTATION WITH HERNIA REPAIR",4A,Existing,testis undescendedectopic bilateral orchidopexytransplantation hernia repair,-0.0905802933652794,-0.0736648346687308,0
184,SF702L,"LIVER TRANSPLANT, RECIPIENT",7C,Existing,liver transplant recipient,-0.0692439336227132,-0.0449368246332135,0
314,SB800L,"LOWER LIMB, CRUSH INJURIES (EXTENSIVE), DEBRIDEMENT WITH REPAIR OF BONE AND SOFT TISSUES",6B,Existing,lower limb crush injury extensive debridement repair bone soft tissue,-0.1535633924636954,0.0825589232906525,-1
82,SA718S,"SOFT TISSUE (LOWER LIMB), VARIOUS LESIONS, MAJOR RELEASE",4B,Existing,soft tissue lower limb various lesion major release,0.1418111497289977,0.1552151954971982,-1
60,SL804E,"EYE, GLAUCOMA, GONIOTOMY/TRABECULOTOMY (UNILATERAL)",4A,Existing,eye glaucoma goniotomytrabeculotomy unilateral,-0.0812596500346906,-0.0698258507859437,0
88,SD800B,"BLOOD VESSELS, REACTIONARY/SECONDARY HEMORRHAGE AFTER MINOR OPERATION, HEMOSTASIS",MSP,Existing,blood vessel reactionarysecondary hemorrhage minor operation hemostasis,-0.0687027049215952,-0.0575738353399844,0
139,SL705O,"ORBIT, VARIOUS LESIONS, EXTENDED LATERAL ORBITOTOMY",6A,Existing,orbit various lesion extended lateral orbitotomy,0.3000394646660299,-0.0194233432574187,1
